holed_1,holed_2,holed_3,holed_4,holed_5,holed_6,holed_7,holed_8,holed_9,holed_10,holed_11,holed_12,holed_13,holed_14,holed_15,holed_16,holed_17,holed_18,holed_19,holed_20,holed_21,holed_22,holed_23,holed_24,holed_25,holed_26,holed_27,holed_28,holed_29,holed_30,holed_31,holed_32,holed_33,holed_34,holed_35,holed_36,holed_37,holed_38,holed_39,holed_40,holed_41,holed_42,holed_43,holed_44,holed_45,holed_46,holed_47,holed_48,holed_49,holed_50
1017.0,550.0,14.0,133.0,1708.0,114.0176,116.10523,667.0,345.0,480.0,807.0,771.0,182.0,1002.0,185.0,94.0,153.98096,1093.0,24.0,1121.2085,147.0,46.0,174.0,481.0,0.0,486.0,202.75552,14.0,70.58822,438.0,512.0,86.0,51.0,139.0,288.0,0.45358837,81.0,66.0,132.0,527.0,109.0,0.0,101.0,1339.0,671.0,121.0,378.2667,8.0,40.0,0.0
1117.0,440.0,17.0,485.0,1060.0,88.0,123.01352,639.0,282.0,1195.0,365.0,760.0,136.0,1055.0,187.0,90.0,153.49837,664.0,46.0,1148.0,119.0,53.0,175.0,479.0,0.0,224.0,201.0,14.0,88.0,457.0,461.85867,62.0,59.0,72.0,284.0,0.45358837,59.0,65.0,108.0,547.0,119.0,127.0,79.0,1406.0,585.0,129.0,462.0,69.0,36.0,0.0
1285.0,864.0,22.0,143.0,1035.0,121.0,124.0,698.0,207.0,948.0,812.0,789.0,193.0,1081.0,189.0,92.0,153.01575,625.0,28.0,1138.0,103.0,60.0,135.0,440.0,0.0,135.0,201.0,15.0,220.0,456.0,440.52167,45.0,1.0,116.0,284.0,0.45358837,58.0,63.0,156.0,529.0,344.0,4.0,96.0,1501.0,667.0,135.0,487.0,64.0,41.22794,0.0
445.0,518.0,24.740692,84.0,120.0,146.0,115.0,825.0,335.0,1338.0,398.0,852.0,105.0,846.0,138.0,83.0,152.53313,841.0,39.001366,1083.0,70.0,50.0,104.0,989.0,0.0,120.0,203.0,19.774141,91.0,483.0,409.43463,58.0,0.0,110.0,284.0,0.45358837,67.0,62.0,492.0,423.0,387.0,0.0,90.0,1404.0,858.0,138.0,430.0,33.0,41.0,0.0
607.0,619.0,22.0,22.0,157.0,114.0,136.0,1123.0,329.0,766.0,236.0,1125.0,74.0,1087.0,200.0,105.0,152.05055,838.0,42.99469,1143.0,93.02981,76.0,98.0,1092.0,0.0,101.0,211.0,21.278454,169.0,479.0,345.4107,61.0,1.0,130.0,287.0,0.45358837,78.0,67.0,104.0,382.0,245.0,0.0,114.261566,1988.0,761.2415,145.0,498.05756,121.64974,45.271935,0.0
462.0,405.0,16.0,13.0,104.0,108.0,111.0,850.0,391.0,661.0,160.0,1019.0,78.0,1067.0,195.0,108.0,151.56795,748.0,43.0,1220.0,102.0,45.0,153.0,1191.9321,0.0,138.0,204.0,19.0,181.0,531.0,349.97894,87.0,18.0,117.0,284.0,0.45358837,92.390144,65.0,120.0,419.0,164.0,82.0,116.0,1987.0,670.0,237.0,498.0,264.0,44.0,0.0
463.0,448.92786,21.404531,6.0,166.0,85.0,143.0,786.0,454.0,744.0,381.0,1024.0,69.0,1096.2123,195.0,113.0,151.08536,704.0,34.0,1175.0,129.0,77.0,145.0,1309.0023,0.0,114.0,213.0,19.0,246.0,506.0,315.70428,84.0,40.0,117.0,311.70096,0.45358837,76.0,64.0,132.0,380.0,168.0,32.0,152.0,2017.0,687.0,318.0,845.0,276.0,55.0,0.0
1062.0,445.0,22.0,2.0,1125.0,81.0,159.0,798.0,483.0,683.0,802.0,1184.0,70.0,1146.0,189.0,129.7196,150.60274,1018.0,63.0,1216.0,123.0,86.0,185.0,1373.0,0.0,127.0,209.0,15.0,132.0,506.92313,254.11067,79.0,57.0,80.0,341.0,0.45358837,88.0,61.0,123.0,389.0,167.0,66.0,141.0,1879.0,853.0,190.0,741.0,226.0,42.0,0.0
1162.0,720.0,15.0,16.0,481.3295,139.0,138.0,2065.0,275.0,681.0,804.0,1044.3019,53.0,1094.0,206.01852,146.18529,149.94086,1344.0,40.0,1210.0,150.0,53.0,163.0,1350.0,0.0,583.0,210.0,14.0,128.0,525.0,213.20935,64.0,66.0,137.0,290.0,0.45358837,71.0,67.0,169.0,374.0,175.0,83.64122,110.0,1721.0,840.0,126.0,851.0,253.0,40.0,0.0
1180.0,437.0,12.0,276.0,464.0,144.0,148.99905,1006.0,274.0,591.0,570.0,943.0,56.0,1083.0,217.0,158.0,149.0699,677.0,73.0,1108.0,197.0,63.0,128.0,1333.0,0.0,496.0,206.0,12.0,92.0,464.0,158.0,86.0,44.0,45.0,298.0,0.45358837,112.0,68.0,111.0,378.0,150.0,110.0,112.0,1768.0,570.0,171.0,509.0,247.0,47.0,0.0
489.0,516.0,21.0,783.0,832.0,133.0,161.6738,497.0,575.0,733.0,550.0,904.0,58.0,1110.0,220.0,153.0,148.66212,1292.0,39.0,1263.0,194.0,64.0,142.0,1351.0,0.0,433.0,213.0,12.0,75.0,455.0,135.0,129.0,70.0,209.0,363.0,0.9735129,89.0,63.0,117.0,380.0,155.0,222.0,105.0,1762.0,740.0,144.0,950.0,247.0,44.08868,0.0
992.0,373.0,17.0,501.0,609.0,90.0,168.0,411.0,488.0,1502.0,616.0,698.0,51.0,1100.0,270.0,157.0,148.97691,1348.0,50.0,1236.0,150.0,104.0,119.0,1326.0,0.0,380.0,222.0,13.0,139.0,476.0,475.0,189.0,51.0,69.0,419.0,0.5798274,78.0,63.0,123.0,425.0,176.0,34.0,92.0,1887.0,729.0,148.0,347.0,84.0,37.0,0.0
859.0,467.0,14.0,585.0,202.0,102.0,130.0,560.0,460.0,1909.0,423.0,709.0,49.0,1101.0,300.0,150.0,149.05016,1244.0,51.0,1218.0,222.0,64.0,108.0,1466.0,0.0,322.0,227.0,14.0,120.0,432.0,537.0,70.0,3.0,150.0,349.0,1.1212106,133.0,65.0,123.0,389.0,176.0,75.0,83.0,2244.0,689.0,424.0,619.0,128.0,35.0,0.0
337.0,729.0,14.0,406.0,199.0,123.0,160.0,2339.0,362.0,2210.0,399.08194,1196.0,47.0,1104.0,255.0,148.0,148.94917,1058.0,36.0,1220.7242,120.0,78.0,165.0,1112.0,0.0,214.0,224.30235,15.0,63.0,446.0,885.0,63.0,0.0,142.95541,355.0,0.75963616,86.0,63.0,107.0,396.0,161.0,4.0,108.0,1577.0,677.0,371.0,305.0,53.0,37.0,0.0
351.0,327.0,22.0,396.0,214.0,103.0,155.0,556.0,365.0,1602.0,336.0,1210.0,58.0,1126.0,220.0,141.0,149.06303,1449.0,42.0,1261.0,125.0,84.0,164.0,653.0,0.0,193.0,187.0,16.040257,171.0,443.0,763.0,65.0,1.0,171.0,360.0,1.8564309,77.0,62.0,98.0,394.0,142.0,0.0,468.0,1682.0,677.0,323.0,264.0,69.0,42.0,0.0
526.0,319.0,29.0,225.0,178.0,93.0,126.0,509.0,359.0,1781.0,205.0,1235.0,65.0,1112.0,228.0,170.0,146.81786,2257.0,38.0,1313.0,101.0,77.0,135.0,527.0,0.0,173.0,526.0,12.0,115.44126,442.7282,620.0,58.0,12.0,89.0,406.60425,1.785815,480.0,63.0,90.0,547.0,147.0,63.0,390.0,1462.0,661.1248,277.0,269.0,90.0,46.0,0.0
608.0,657.0,14.0,173.0,201.0,80.0,124.0,821.0,339.0,1075.0,160.0,1266.0,60.0,1078.0,226.0,113.0,145.07822,1179.0,35.0,1323.0,96.0,131.0,107.0,723.0,0.0,133.0,446.0,10.0,91.0,442.0,186.0,70.0,53.0,129.0,444.0,1.785815,351.0,63.0,72.0,567.0,148.0,14.0,330.0,1318.0,679.0,152.0,298.0,47.0,46.0,0.0
418.0,366.0,20.0,175.437,20.0,81.0,131.94601,662.0,340.0,1296.0,154.0,996.0,61.0,1084.0,228.0,116.0,145.0,882.0,42.0,1349.0,56.0,66.0,135.0,1133.0,0.0,103.0,336.2867,11.0,33.0,454.28842,89.0,38.0,45.0,61.0,485.0,0.0,329.0,61.0,84.0,611.0,137.0,20.0,154.0,1326.3207,674.0,149.0,298.0,102.0,44.0,0.0
552.26776,266.0,29.0,162.15225,41.0,78.0,129.0,658.0,338.0,803.0,157.0,999.0,41.0,1097.0,190.0,105.0,134.0,1079.3278,27.0,1358.0,65.0,82.0,132.0,1386.0,0.45358837,102.0,228.0,11.0,43.0,463.697,89.0,71.0,15.0,94.0,496.77454,0.0,177.0,67.29008,47.0,660.0,132.0,32.0,76.0,1324.2645,689.0,145.0,275.0,49.0,27.0,0.0
638.0,273.0,11.0,175.13336,91.0,74.0,141.0,675.0,325.0,1194.0,152.0,1080.0,52.92177,838.0,211.0,99.0,124.0,1352.0,47.0,1372.0,87.0,49.0,134.0,1346.0,0.0,70.0,231.0,15.3933735,120.0,478.0,73.0,49.0,0.0,73.0,518.0,0.0,113.500404,69.0,66.0,675.0,166.99075,37.0,51.0,1282.3854,683.0,144.0,268.0,22.0,41.0,0.0
750.0,789.0,25.0,166.91074,105.0,78.0,144.0,676.0,319.0,1140.0,157.0,967.0,57.0,1119.0,205.0,87.0,139.0,789.0,53.0,1463.0,101.90486,54.0,116.0,1246.0,0.0,80.0,228.0,16.957958,135.0,466.0,64.0,52.0,0.0,137.0,506.0,3.0,65.0,71.0,63.0,677.0,152.0,24.0,53.0,1298.3024,640.9816,145.0,246.0,97.0,37.0,0.0
605.0,1020.0,10.0,178.11975,923.0,72.0,138.0,670.0,288.0,737.0,148.0,977.0,58.0,1096.0,152.0,83.0,148.0,759.0,17.0,1131.0,118.0,39.0,108.0,1281.0,0.0,69.0,223.0,15.0,43.0,530.0,82.0,74.0,0.0,68.0,505.0,1.0,62.921497,70.0,69.0,678.0,324.0,7.0,49.0,1290.6835,607.0,151.0,258.17694,6.0,42.0,0.45358837
1685.0,1420.0,99.0,180.03488,960.0,77.0,156.0,673.0,289.0,1245.0,146.0,992.0,66.0,1112.0,236.0,91.0,179.0,1205.0,47.0,1130.0,123.0,45.0,137.0,1195.0,0.0,103.0,226.0,17.0,35.0,522.0,84.0,31.0,26.0,107.0,410.0,0.0,78.13764,60.0,78.0,677.0,390.0,24.300049,59.0,1278.9702,594.0,157.0,260.4825,3.0,38.0,0.0
1478.0,1144.0,12.0,185.64468,744.0,75.0,153.0,607.0,297.0,1387.0,159.0,870.0,45.0,1175.0,203.0,76.0,209.0,1003.0,26.0,1036.0,104.0,46.0,162.0,1203.0,0.0,59.0,218.0,13.0,21.0,503.0,182.10286,66.0,62.0,56.0,415.0,1.785815,75.0,57.0,75.0,677.0,427.0,42.0,69.0,1276.7247,611.0,151.0,257.0,68.0,34.0,0.0
1383.0,1089.0,35.0,185.57924,638.0,76.0,153.0,639.0,263.0,794.0,164.0,1026.0,66.0,1107.0,93.0,101.0,146.68718,861.0,27.0,981.0,104.0,41.0,130.0,1233.0,0.0,92.0,225.0,13.0,32.0,515.0,263.0,45.0,2.0,132.0,410.0,4.0,67.0,63.0,67.0,660.2037,429.0,1.0,80.766335,1271.411,663.0,154.0,277.0,7.0,44.84684,0.0
1463.0,446.0,10.0,185.07245,1005.0,70.0,127.0,573.0,306.0,543.0,154.0,976.0,39.0,1116.0,89.0,66.0,170.0,1028.4292,60.0,972.0,97.0,36.0,103.0,1269.0,0.45358837,54.0,212.0,14.0,76.0,466.0,129.0,57.0,1.0,152.98425,457.0,146.0,84.0,62.0,68.0,677.0,458.0,24.0,58.0,1263.7533,621.0,155.0,257.0,2.0,42.0,0.0
1045.0,853.0,21.0,185.86354,716.0,70.0,173.0,626.0,281.0,541.0,147.0,1078.0,44.0,1144.0,92.0,99.0,132.62227,1117.032,24.0,987.0,107.0,33.0,154.0,1391.0,0.45358837,103.0,223.0,17.0,80.0,468.0,115.0,36.0,5.0,163.0,436.0,183.0,72.0,76.0,61.0,677.0,417.0,27.0,57.0,1258.4971,666.0,144.0,278.0,80.0,26.0,0.0
1074.0,1071.0,23.0,187.0904,801.0,85.0,152.0,624.0,304.0,590.0,145.0,1029.0,30.0,1132.0,74.0,107.0,182.7786,1244.0,33.0,985.0,103.0,54.0,135.0,1488.0,0.0,89.884995,227.0,15.0,31.0,488.0,109.0,56.0,49.0,118.0,363.0,49.0,90.0,69.0,60.0,671.0,384.0,263.0,46.0,1254.2542,680.0,155.0,272.0,256.0,42.0,0.0
1325.0,966.0,18.0,188.31725,668.0,140.0,173.0,617.0,235.0,690.62756,138.0,963.0,52.0,1121.0,73.0,81.0,128.0,1507.0,60.0,980.0,83.0,38.0,100.0,1690.0,0.0,85.25272,226.0,16.0,34.0,458.0,109.0,40.0,64.0,54.0,406.0,274.0,81.0,52.0,52.0,688.0,401.0,254.0,64.0,1250.0115,675.0,153.0,276.0,244.0,36.0,0.0
1177.1608,1208.0,20.477928,189.5441,711.0,125.0,185.0,686.0,240.0,633.0,127.0,973.0,53.0,1123.0,83.1837,112.0,880.0,1459.0,21.0,972.0,62.0,49.0,108.0,1613.0,0.0,65.0,227.0,16.0,30.0,616.0,114.0,85.0,31.0,134.0,414.0,764.0,60.0,61.0,172.0,632.0,332.0,254.0,64.0,1245.7686,675.0,150.0,267.0,240.0,44.0,0.0
1078.0,904.0,15.0,190.77095,567.0,58.0,250.0,753.0,211.0,850.0,134.0,961.0,19.0,1140.0,96.0,109.0,1833.0,731.0,49.0,1034.0,115.0,52.0,143.0,1534.0,0.0,78.0,226.0,22.0,34.0,579.0,98.0,65.0,11.0,196.0,409.0,1001.0,70.0,61.0,439.0,600.0,323.0,219.0,80.0,1241.5258,670.0,140.0,278.0,198.0,36.0,0.0
1481.0,770.0,22.0,191.9978,202.0,65.0,266.0,1868.0,295.0,1097.0,125.0,1065.0,96.0,1125.0,303.0,128.0,2111.0,1199.0,43.0,1195.0,135.0,64.70827,161.0,1569.0,0.0,85.0,219.0,22.99943,72.0,560.0,105.0,67.78752,0.0,80.0,391.0,1001.0,53.0,54.0,385.0,505.0,326.0,239.0,95.0,1237.283,630.0,171.20047,271.0,294.0,253.0,0.0
916.0,286.0,25.0,193.22466,231.0,73.0,196.0,1835.0,337.0,1121.0,120.0,1048.0,138.0,1048.0,286.4629,113.0,2132.1042,1331.0,27.0,1041.0,149.0,69.0,144.0,1562.0,0.0,128.0,225.0,17.0,96.0,494.0,122.0,69.0,0.0,140.0,456.0,1001.0,115.0,73.0,428.0,453.0,299.0,142.0,155.0,1233.04,660.0,196.46281,307.0,313.0,114.0,0.0
914.0,336.0,13.0,194.45149,232.75311,69.0,183.0,1738.0,315.0,1241.0,126.0,1218.0,68.0,1060.0,250.0,103.0,2111.0,908.0,20.0,1002.0,145.0,119.0,149.0,1498.0,0.0,71.0,222.5395,16.0,30.0,509.0,290.0,74.0,1.0,101.0,448.0,1001.0,93.0,73.32834,392.0,291.0,291.0,159.0,132.82524,1228.7971,687.9006,230.0,277.0,136.0,43.0,0.0
826.0,386.0,12.0,195.67833,100.56915,60.0,176.0,1062.0,282.0,1127.0,127.0,1263.0,61.0,1041.9445,161.0,109.0,2093.0,1151.0,81.0,1110.0,119.0,64.0,116.0,1547.0,0.0,67.0,224.0,19.0,24.0,628.0,562.0,46.0,41.0,94.0,449.0,154.0,87.2622,70.0,658.0,295.0,193.0,58.0,114.43101,1224.5544,709.6497,157.0,298.0,274.0,31.0,0.0
987.0,720.0,26.0,196.90518,35.0,64.0,210.0,1362.0,323.0,1134.0,226.0,1061.0,49.0,985.0,160.0,106.0,2044.0,1404.0,15.0,1129.0,152.0,130.0,132.0,1368.0,0.0,88.09732,217.0,16.0,130.0,603.0,387.0,77.0,47.0,111.0,590.0,36.0,78.0,70.78835,467.0,290.0,112.0,53.0,87.0,1220.3115,737.34216,148.0,571.0,249.0,50.0,0.0
1055.0,570.0,34.0,198.13205,53.0,69.0,274.0,1220.0,323.0,1207.0,99.0,788.0,60.0,1272.0,174.0,108.0,2197.0,1494.0,60.0,1223.0,155.0,46.0,122.0,795.0,0.0,90.37918,223.0,19.535542,327.0,783.0,418.0,53.0,41.0,113.07647,431.0,5.0,67.0,68.0,625.0,344.0,80.0,53.0,99.0,1216.0687,765.52563,164.0,592.0,146.0,51.0,0.0
1097.0,1046.0,15.0,199.35889,80.0,61.0,181.0,915.0,287.16928,1434.0,215.0,806.0,133.0,1256.0,122.0,87.0,1489.0,1091.0,34.0,1097.0,149.0,64.0,123.0,1317.0,0.0,94.0,202.0,17.0,167.0,573.0,128.0,42.0,11.0,110.0,436.0,0.0,73.0,66.45608,467.0,546.0,76.0,30.0,102.255325,1211.8258,790.39996,225.0,530.0,43.0,47.0,0.0
1160.0,1176.0,13.0,200.58574,129.0,116.0,143.0,658.0,235.0,1550.0,223.0,833.0,57.0,1219.0173,49.0,97.0,1658.0,1311.0,41.0,1118.0,167.0,62.0,127.0,1528.0,0.0,240.0,210.0,18.04776,54.0,370.0,396.0,69.0,3.0,141.0,436.0,0.0,96.0,60.0,108.0,505.0,67.0,4.0,109.766556,1207.583,825.5285,147.0,760.0,17.0,36.0,0.0
1357.6466,898.0,15.0,201.81258,106.0,99.0,136.0,631.0,297.0,1451.0,181.0,854.0,47.0,1253.0,44.0,105.0,1854.0,931.0,71.03429,1226.0,170.0,59.0,144.0,1533.0,0.0,158.0,200.0,14.0,35.0,432.0,597.0,67.62766,5.0,66.0,500.0,0.0,91.0,60.0,131.0,482.0,80.0,26.0,113.0,1203.34,856.3693,148.0,332.0,22.175262,38.0,0.0
1524.0,685.0,14.0,203.03943,294.0,110.0,145.0,1077.0,279.0,1359.0,193.0,938.1636,54.0,1168.0,45.0,108.0,1162.0,1133.0,114.08044,1260.0,150.0,54.0,136.0,1394.0,0.0,334.0,217.0,12.0,52.0,576.0,530.0,67.0,9.0,131.0,382.0,0.0,88.0,65.0,74.0,477.0,75.0,14.0,95.11371,1199.0972,884.56793,110.0,410.0,30.29169,35.0,0.0
1259.0,450.0,22.0,204.26628,1015.0,109.0,133.0,867.0,156.0,1139.0,185.0,1011.0,48.0,1147.0,46.0,84.0,333.0,1389.0,145.0,1268.5884,145.0,60.0,131.0,1485.0,0.0,191.0,182.0,13.0,111.62022,466.0,537.0,23.0,14.127803,119.0,386.0,1.785815,71.0,76.0,272.0,493.7289,80.0,7.0,94.81474,1194.8544,918.0,147.0,275.0,25.0,153.0,0.0
781.0,592.0,37.0,205.49315,1121.0,106.0,120.0,578.0,252.0,1283.0,177.0,1212.0,47.0,1165.0,43.0,114.0,1190.0,1346.0,161.0,1317.0,123.0,66.0,153.0,1156.0,0.45358837,144.89714,202.0,14.0,156.0,403.0,549.0,59.0,7.334306,72.0,448.0,1.785815,87.0,69.0,549.0,512.0,106.0,40.0,88.49569,1190.6115,846.0,111.0,241.0,69.0,381.0,0.0
852.0,811.0,18.0,206.71997,1241.0,99.0,127.43965,521.0,64.0,1384.0,107.0,1175.0,42.0,1143.9081,50.0,120.0,1252.0,943.0,65.0,1243.0,112.0,52.0,133.0,996.0,0.0,75.0,208.0,11.0,40.0,426.0,183.0,30.0,11.0,115.0,325.0,0.0,88.0,70.0,492.0,429.0,197.0,8.0,75.0,1186.3685,739.2344,152.0,239.0,7.0,62.0,0.0
1065.0,418.0,26.0,207.94682,1679.0,95.892525,133.77269,575.0,69.13217,1295.0,148.0,939.0,74.0,1131.2366,54.0,101.0,1819.0,1195.0,21.0,1107.0,98.0,50.0,92.0,684.0,0.0,77.0,204.0,12.0,62.177006,411.0,119.0,53.0,65.0,137.0,345.0,0.0,82.0,64.0,573.0,387.0,202.94669,41.0,85.0,1182.1257,662.0,158.0,280.0,82.0,43.0,0.0
1822.0,380.0,19.0,209.17369,2199.0,80.0,135.0,535.0,101.0,847.0,165.0,929.0,255.0,1086.0,67.0,100.21181,1585.0,938.0,57.0,1324.0,64.0,51.0,161.0,626.0,0.0,82.0,211.0,13.0,58.0,424.0,369.0,33.0,66.0,93.0,347.0,0.0,79.0,64.0,770.0,571.0,204.0,14.0,44.0,1177.8829,726.0,153.0,184.0,13.0,39.0,0.0
599.0,511.95377,14.0,210.40053,1666.0,104.0,150.0,589.0,480.0,802.0,175.0,932.0,409.0,1090.0,71.0,95.0,1653.0,904.0,22.0,1106.0,61.0,58.0,137.0,630.0,0.0,80.0,208.0,18.0,34.0,422.0,844.0,44.0,63.0,119.0,337.0,0.0,80.0,64.0,767.0,521.0018,180.0,62.0,44.0,1173.6401,631.0,167.0,193.0,54.0,53.0,0.0
1085.0,690.0,25.0,211.62738,1578.0,124.0,149.0,589.0,430.0,649.0,242.0,710.0,427.0,1036.5703,117.29154,85.0,1030.0,997.0,29.0,1189.0,84.0,37.0,120.0,607.0,0.0,94.0,201.0,15.0,56.0,433.0,330.0,46.0,69.0,58.0,301.0,0.0,81.0,80.0,356.0,511.0,155.75635,24.0,41.0,1169.3971,615.0,156.0,222.0,92.594086,61.0,0.0
1336.0,478.0,23.0,212.85425,2074.0,88.0,142.72382,584.0,324.0,793.0,271.0,818.0,455.0,950.0,184.0,90.0,536.0,1105.0,31.0,1044.0,91.0,45.0,120.0,532.0,0.0,194.0,197.0,15.0,66.0,431.0,129.0,34.0,7.0,159.0,287.0,0.0,76.0,86.41497,100.0,491.0,136.86763,0.0,67.0,1165.1543,679.0,151.0,233.0,106.447426,41.0,0.0
1575.0,440.0,17.0,214.0811,974.0,89.0,137.56561,601.0,361.0,1112.0,278.0,782.0,362.0,1005.0,74.0,88.0,301.0,822.0,53.0,918.0,118.0,53.0,142.0,1330.0,0.0,252.0,202.0,14.0,37.0,445.0,121.0,56.0,0.0,133.0,284.0,0.0,84.0,90.0,86.0,480.0,103.0,8.0,65.15927,1160.9114,563.0,174.64929,249.0,126.0,49.232956,0.0
2569.0,676.0,12.0,215.30792,481.6712,101.0,129.0,618.0,249.0,1195.5142,281.0,865.0,379.0,1047.0,80.0,95.0,1039.0,778.0,29.0,910.0,120.0,53.0,121.0,1710.0,0.0,107.0,202.0,16.0,32.0,441.0,124.0,237.0,0.0,110.0,284.0,0.0,79.0,76.0,71.0,474.0,98.0,16.02747,63.0,1156.6686,876.0,195.0,250.0,106.0,48.260803,0.0
1200.0,468.0,15.0,216.53477,98.0,116.0,114.0,686.88086,285.0,1259.0,298.0,907.0,378.0,860.0,95.0,88.0,1837.0,1217.0,54.0,1013.0,112.0,44.0,117.0,1531.0,0.0,193.0,194.0,16.0,44.0,458.0,102.0,325.0,5.0,80.0,284.0,0.0,81.0,70.0,67.0,403.0,107.0,2.0,60.0,1152.4257,466.0,206.0,263.0,43.0,49.0,0.0
982.0,540.0,45.0,217.76163,110.0,89.0,139.0,734.0,297.0,1391.0,377.0,1102.0,64.0,1800.0,101.0,110.0,2107.0,843.0,22.0,1130.0,117.0,34.0,119.0,1248.0,0.0,324.0,205.0,16.0,63.0,461.0,93.0,117.0,44.0,93.0,287.0,0.0,79.0,68.0,100.0,459.0,290.0,59.0,71.0,1148.1829,678.0,182.0,256.0,160.0,49.0,0.0
673.0,456.0,15.0,218.98848,146.0,131.0,128.0,633.0,321.0,1750.0,355.0,982.0,49.0,1791.7107,98.0,105.0,1751.0,1009.0,54.0,1077.0,100.0,53.0,118.0,1200.0,0.0,340.0,189.0,16.0,49.0,511.0,528.0,103.0,12.0,143.0,293.02554,0.0,62.0,70.0,110.0,465.0,349.0,182.0,59.0,1143.94,687.0,156.0,450.0,101.0,43.0,0.0
698.0,417.0,25.0,220.21533,105.0,102.0,186.0,685.0,339.0,1977.0,526.0,988.0,59.0,1754.0,97.0,107.0,2355.0,1006.0,38.0,1076.231,103.0,46.0,134.0,1043.0,0.0,219.0,205.0,17.0,185.0,504.0,571.0,383.0,12.0,70.0,287.0,0.0,56.0,57.0,104.0,453.0,354.0,438.10403,68.0,1139.6971,718.0,166.0,597.0,187.0,63.0,0.0
1517.0,427.4654,24.0,221.44217,168.0,110.0,137.0,750.0,407.0,1653.0,625.0,1127.0,70.0,1453.0,104.0,144.0,702.0055,1094.0,23.0,1104.0,191.0,131.0,166.0,1094.0,0.0,229.0,194.0,14.0,372.0,477.0,124.0,142.0,19.0,154.0,351.0,0.0,95.5703,72.0,515.0,394.0,351.0,621.0,109.0,1135.4542,985.0,162.0,601.0,176.0,56.0,0.0
1082.0,441.31122,17.0,222.34879,127.0,103.0,140.0,1070.0,281.0,900.0,667.0928,1236.0,66.0,1410.0,142.0,154.85289,243.0,1320.0,58.0,1124.0,131.0,82.0,154.0,1119.0,0.0,226.0,195.0,13.0,324.0,497.0,139.0,136.0,62.0,93.0,297.0,0.0,91.85476,68.0,574.0,377.0,326.0,354.0,248.0,1129.8519,857.0,171.0,629.0,367.0,189.0,0.0
1342.0,434.0,16.0,223.21645,216.0,132.0,106.0,562.0,265.0,1101.9613,723.0,925.0,75.0,1399.0,161.0,155.0,462.0,950.0,60.0,1063.0,147.0,88.0,201.0,1219.0,0.0,246.0,189.0,13.0,353.0,442.0,124.0,124.0,75.0,74.0,308.0,0.0,107.0,58.0,681.0,378.0,289.0,361.0,165.0,1124.6586,800.0,170.0,500.0,300.0,48.0,0.0
784.0,436.0,17.0,224.70988,114.0,147.0,162.0,602.9603,341.57007,1040.0,528.0,905.0,37.0,1457.0,218.0,161.0,580.8026,1236.0,35.0,1249.0,143.0,93.0,127.0,1292.0,0.0,246.0,200.99182,14.0,90.0,452.0,128.0,122.0,15.0,165.0,390.0,0.0,100.0,63.0,644.0,376.0,355.0,341.0,77.0,1122.2596,854.0,165.0,436.2977,347.0,59.0,0.0
854.0,340.0,20.0,226.68755,126.0,109.0,169.0,486.0,441.0,1552.0,388.0,759.0,91.0,1306.0,280.0,157.0,611.0,984.0,51.0,1240.0,141.0,99.0,142.0,1335.0,0.0,140.0,193.0,13.0,89.61008,477.0,602.0,85.0,9.0,92.0,397.0,0.0,84.0,67.0,543.0,372.0,347.0,113.0,66.0,1121.1084,673.0,176.0,354.0,294.3322,50.0,0.0
1548.0,558.0,25.0,227.41786,97.0,89.0,156.0,593.0,358.0,1940.0,339.0,798.0,65.0,1695.0,275.0,162.0,507.0,1219.0,52.0,1060.0,139.0,102.0,154.0,1349.0,0.0,160.0,186.0,15.0,62.0,450.0,329.0,64.0,8.0,102.863014,345.0,0.0,77.0,65.0,610.0,363.0,281.0,75.0,61.0,1111.5197,770.0,515.0,486.0,259.7888,41.0,0.0
777.0,735.0,19.0,228.91292,124.0,125.0,147.0,1380.0,323.0,2119.0,313.5101,1184.0,62.0,1686.0,184.0,137.0,394.0,989.0,25.0,1059.0,131.0,103.0,121.0,1145.0,0.0,174.0,213.0,14.0,36.0,417.0,199.0,62.0,5.0,97.0,338.0,0.0,76.0,66.0,545.0,367.0,152.0,105.0,172.51251,1106.0219,1208.0,446.0,395.0,203.0,39.0,0.0
969.0,502.0,27.0,230.29825,124.0,126.0,155.0,464.0,294.0,2035.0,307.0,1230.0,75.0,2485.0,210.0,141.0,1278.0,1109.7396,47.0,1104.0,128.0,102.0,131.0,1138.0,0.0,144.0,181.0,18.0,43.0,428.0,96.0,52.0,28.0,151.0,353.0,0.0,70.0,61.0,373.0,365.0,135.0,32.0,397.0,1105.7736,682.0,363.0,553.0,243.0,33.0,0.0
1274.0,373.0,13.0,230.73401,100.0,108.05056,145.0,482.0,317.0,1916.0,239.0,1259.0,47.0,1880.0,222.0,153.0,135.0,1437.0,38.0,1103.0,117.0,41.0,137.0,1135.0,0.0,134.0,495.0,14.0,37.0,422.0,115.0,50.0,39.0,62.0,343.0,0.0,123.0,67.0,312.0,369.0,144.0,75.0,498.0,1102.0015,674.0,179.0,411.0,94.39789,38.0,0.0
